"FID_WDPA_O,N,10,0","WDPAID,N,19,15","WDPA_PID,C,52","PA_DEF,C,20",NAME,"ORIG_NAME,C,254","DESIG,C,254","DESIG_ENG,C,254","DESIG_TYPE,C,20","IUCN_CAT,C,20","STATUS,C,100","STATUS_YR,N,9,0","GOV_TYPE,C,254","FID_WWW_ed,N,10,0","OBJECTID,N,10,0","NAME_1,C,254","COUNTRY,C,254","TYPE,C,50","Region,C,55","CONTINENT,C,13",sq_km
893,1405,1405,1,Thungyai Naresuan,Tung Yai  Naresuan,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Designated,1974,Federal or national ministry or agency,85,122,,Thailand,,Greater Mekong,Asia,0
2164,5118,5118,1,Khuen Si Nakarin,Khaoen Si Nakarin,National Park,National Park,National,II,Designated,1981,Federal or national ministry or agency,85,122,,Thailand,,Greater Mekong,Asia,0
13525,67729,67729,1,Thungyai - Huai Kha Khaeng Wildlife Sanctuaries,Sanctuaires de faune de Thung Yai-Huai Kha Khaeng,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1991,Not Reported,85,122,,Thailand,,Greater Mekong,Asia,0
895,1407,1407,1,Huai Kha Khaeng,Huay Kha Khaeng,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Designated,1972,Federal or national ministry or agency,85,122,,Thailand,,Greater Mekong,Asia,0
9236,31259,31259,1,Um Phang,Um-Phang,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Designated,1989,Federal or national ministry or agency,85,122,,Thailand,,Greater Mekong,Asia,0
13525,67729,67729,1,Thungyai - Huai Kha Khaeng Wildlife Sanctuaries,Sanctuaires de faune de Thung Yai-Huai Kha Khaeng,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1991,Not Reported,85,122,,Thailand,,Greater Mekong,Asia,0
1164,2164,2164,1,Sikhote-Alin,Sikhote-Alin,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1978,Collaborative governance,65,94,Northeast Asia Tiger Stronghold,"Russia, China","WCS areas of work, F",Temperate Asia,Asia,13946
1469,3014,3014,1,Changbaishan,Changbaishan,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1979,Not Reported,65,94,Northeast Asia Tiger Stronghold,"Russia, China","WCS areas of work, F",Temperate Asia,Asia,352
13907,68150,68150,1,Lake Khanka,Lake Khanka,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1976,Not Reported,65,94,Northeast Asia Tiger Stronghold,"Russia, China","WCS areas of work, F",Temperate Asia,Asia,15
17091,99842,99842,1,Suikhent,_’æÈ___ˆ_“_¢_Ž,_š_‰_‚_Ÿ_______Ž _____Ë___‚,Nature monument,National,III,Designated,1996,Government-delegated management,62,89,Gobi,Mongolia,WCS areas of work,Temperate Asia,Asia,48
17096,99847,99847,1,Ergeliin zoo,_Á_‚___“___©___¢ _Ë_´_´,_¾___________©___¢ _¢è¨è¨_Œ _____Ë___‚,Nature Reserve,National,IV,Designated,1996,Government-delegated management,62,89,Gobi,Mongolia,WCS areas of work,Temperate Asia,Asia,597
18125,103552,103552,1,Khingano-Arkharinskaya Lowland,Khingano-Arkharinskaya Lowland,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1994,Not Reported,65,94,Northeast Asia Tiger Stronghold,"Russia, China","WCS areas of work, F",Temperate Asia,Asia,2143
19716,124309,124309_B,1,Gobiin baga /B/,_™_´___©___¢ ________ /_¾/,_š___‚_ˆ___¢ _Œ_____Ë___Ž _____Ë___‚,Strictly Protected Area,National,Ib,Designated,1996,Government-delegated management,62,89,Gobi,Mongolia,WCS areas of work,Temperate Asia,Asia,6798
19717,124309,124309_A,1,Gobiin baga /A/,_™_´___©___¢ ________ /A/,_š___‚_ˆ___¢ _Œ_____Ë___Ž _____Ë___‚,Strictly Protected Area,National,Ib,Designated,1996,Government-delegated management,62,89,Gobi,Mongolia,WCS areas of work,Temperate Asia,Asia,11466
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,10
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,429
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,112
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,248
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,43
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,24
18440,107370,107370,1,Serran_Áa del Bagre,Serran_Áa del Bagre,Corredor Biol__gico,Biological Corridor,National,Not Reported,Designated,1995,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,321
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,10
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,10
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,717
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,717
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,4909
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,4909
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,104
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,104
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,3
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,3
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,3
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,3
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,28
18440,107370,107370,1,Serran_Áa del Bagre,Serran_Áa del Bagre,Corredor Biol__gico,Biological Corridor,National,Not Reported,Designated,1995,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,28
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,23
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,23
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,23
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,15
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,15
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,15
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,7
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,7
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,7
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,2
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,2
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,2
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
417,639,639,1,Bamingui-Bangoran,Bamingui-Bangoran,Parc National,National Park,National,II,Designated,1933,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,11191
1211,2262,2262,1,Gribingui-Bamingui,Gribingui-Bamingui,R_¨serve de Faune,Faunal Reserve,National,IV,Designated,1940,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,4322
1213,2265,2265,1,Koukourou-Bamingui,Koukourou-Bamingui,R_¨serve de Faune,Faunal Reserve,National,IV,Designated,1940,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,1131
57168,301830,301830,1,Zone Pilote de la Sangba,Zone Pilote de la Sangba,For_Ât Class_¨e,Classified Forest,National,Not Reported,Designated,0,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,10597
57170,301832,301832,1,Kaga Bandoro,Kaga Bandoro,For_Ât Class_¨e,Classified Forest,National,Not Reported,Designated,0,Not Reported,52,67,Central African Republic,Central African Republic,WCS areas of work,Sudano-Sahel,Africa,124
568,840,840,1,Mt. Apo Natural Park,Mt. Apo Natural Park,Natural Park,Natural Park,National,II,Designated,2018,Federal or national ministry or agency,103,145,,Philippines,,,Asia,158
2681,7224,7224,1,Salikata National Park,Salikata National Park,National Park,National Park,National,Not Assigned,Designated,1965,Federal or national ministry or agency,103,145,,Philippines,,,Asia,7
2686,7229,7229,1,Lake Dapao National Park,Lake Dapao National Park,National Park,National Park,National,Not Assigned,Designated,1965,Federal or national ministry or agency,103,145,,Philippines,,,Asia,10
2687,7230,7230,1,Lake Butig National Park,Lake Butig National Park,National Park,National Park,National,Not Assigned,Designated,1965,Federal or national ministry or agency,103,145,,Philippines,,,Asia,0
2688,7232,7232,1,Mainit Hotspring Protected Landscape,Mainit Hotsprings National Park,Protected Landscape,Protected Landscape,National,V,Designated,2018,Federal or national ministry or agency,103,145,,Philippines,,,Asia,14
59629,305911,305911,1,Pujada Bay Protected Landscape & Seascape,Pujada Bay Protected Landscape & Seascape,Protected Landscape and Seascape,Protected Landscape and Seascape,National,V,Designated,2018,Federal or national ministry or agency,103,145,,Philippines,,,Asia,16
59875,306527,306527,1,Baganga Protected Landscape,Baganga Watershed Reservation,Protected Landscape,Protected Landscape,National,V,Designated,2000,Federal or national ministry or agency,103,145,,Philippines,,,Asia,1
59876,306528,306528,1,Mabini Protected Landscape and Seascape,Island of Pandasan Wilderness Area,Protected Landscape and Seascape,Protected Landscape and Seascape,National,V,Designated,2018,Federal or national ministry or agency,103,145,,Philippines,,,Asia,1
59877,306530,306530,1,Malagos Watershed Reservation,Malagos Watershed Reservation,Watershed Reservation,Watershed Reservation,National,Not Assigned,Designated,1933,Federal or national ministry or agency,103,145,,Philippines,,,Asia,2
59878,306531,306531,1,Mati Protected Landscape,Mati Watershed Forest Reserve,Protected Landscape,Protected Landscape,National,V,Designated,2018,Federal or national ministry or agency,103,145,,Philippines,,,Asia,9
59880,306536,306536,1,Libungan Watershed Forest Reserve,Libungan Watershed Forest Reserve,Watershed Forest Reserve,Watershed Forest Reserve,National,Not Assigned,Designated,1990,Federal or national ministry or agency,103,145,,Philippines,,,Asia,526
4589,12684,12684,1,Chagres,Chagres,Parque Nacional,National Park,National,II,Designated,1984,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1315
9924,34877,34877,1,Chepigana,Chepigana,Reserva Forestal,Forest Reserve,National,VI,Designated,1960,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,288
16994,95360,95360,1,Punta Pati__o,Punta Pati__o,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1993,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,143
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,7
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,545
17674,102255,102255,1,Punta Pati__o,Punta Pati__o,Humedal de Importancia Internacional,Wetland,National,Not Reported,Designated,1994,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1
18437,107326,107326,1,Maj_¨,Maj_¨,Reserva Hidrol__gica,Hydrological Reserve,National,V,Designated,1996,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,187
18438,107334,107334,1,Nargan_’,Nargan_’,_Ÿrea Silvestre,Wild Area,National,Not Reported,Designated,1994,Indigenous peoples,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,819
18441,107371,107371,1,Serran_Áa de Dari_¨n,Serran_Áa de Dari_¨n,Reserva Hidrol__gica,Hydrological Reserve,National,V,Designated,2004,Indigenous peoples,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,120
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,1
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,1
106,142,142,1,Los Katios,Los Katios,Parque Nacional Natural,National Natural Park,National,II,Designated,1974,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,0
168,236,236,1,Dari_¨n,Dari_¨n,Parque Nacional,National Park,National,II,Designated,1980,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,15
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,15
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,10
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,10
1325,2554,2554,1,Darien National Park,Parc national du Darien,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1981,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,8
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,8
4589,12684,12684,1,Chagres,Chagres,Parque Nacional,National Park,National,II,Designated,1984,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
18438,107334,107334,1,Nargan_’,Nargan_’,_Ÿrea Silvestre,Wild Area,National,Not Reported,Designated,1994,Indigenous peoples,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
9924,34877,34877,1,Chepigana,Chepigana,Reserva Forestal,Forest Reserve,National,VI,Designated,1960,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1
16994,95360,95360,1,Punta Pati__o,Punta Pati__o,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1993,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,1
9924,34877,34877,1,Chepigana,Chepigana,Reserva Forestal,Forest Reserve,National,VI,Designated,1960,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,7
18440,107370,107370,1,Serran_Áa del Bagre,Serran_Áa del Bagre,Corredor Biol__gico,Biological Corridor,National,Not Reported,Designated,1995,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,7
11835,61610,61610,1,Los Kat_Áos National Park,Parc national de Los Kat_Áos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1994,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
17165,100764,100764,1,Darien,Darien,Reservas Forestales Protectoras Nacionales,National Protective Forest Reserves,National,VI,Designated,1977,Federal or national ministry or agency,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,South America,0
16994,95360,95360,1,Punta Pati__o,Punta Pati__o,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1993,Not Reported,58,82,,"Panama, Colombia",Partners work here,Mesoamerica,North America,2
