FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Reason,sq_km
14956,0,46943,Asia,India,IND,Rudrasagar Lake,Rudrasagar Lake,,23.499788552,91.3167128507,confirmed,,,118,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,,09/23/19,,,CR/EN,52,85,,,"India, Nepal y Bhutan",Himalayas,,1
14974,0,46875,Asia,India,IND,Dadara-Pasariya-Singimari,Dadara-Pasariya-Singimari,,26.2126018949,91.6369724634,confirmed,,,110,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,,09/23/19,,,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,1
14975,0,46925,Asia,India,IND,Dailong Rongku Forest,Dailong Rongku Forest,,25.0159958637,93.5179159705,confirmed,,,3362,little/none,0,BNHS 2015 IBA Directory of India,Coordinates checked using GoogleEarth (as there is a problem with the format of the book text),3. draft polygon,BNHS,,09/23/19,,,"VU, endemic, migratory birds/congregations",52,85,,,"India, Nepal y Bhutan",Himalayas,,34
14976,0,46928,Asia,India,IND,Doyang Reservoir and Pangti Forest,Doyang Reservoir and Pangti Forest,,26.2279365607,94.3029936248,confirmed,,,7701,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,,09/23/19,,,migratory birds/congregations,52,85,,,"India, Nepal y Bhutan",Himalayas,,77
14979,0,46927,Asia,India,IND,Thorangtlang Wildlife Sanctuary,Thorangtlang Wildlife Sanctuary,,23.2650041654,92.5405352045,confirmed,,,7124,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,,09/23/19,,,"VU, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,71
14983,0,46944,Asia,India,IND,Amangarh Reserve Forest,Amangarh Reserve Forest,,29.3989696141,78.8370162183,confirmed,,,6639,little/none,0,BNHS 2015 IBA Directory of India, Digitized by BNHS,3. draft polygon,BNHS,,09/23/19,,,"CR/EN, VU, migratory birds/congregations",52,85,,,"India, Nepal y Bhutan",Himalayas,,18
14986,0,46952,Asia,India,IND,Nandhour Wildlife Sanctuary,Nandhour Wildlife Sanctuary,,29.1132616256,79.8620239412,confirmed,,,13566,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,,09/23/19,,,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,136
14988,0,46953,Asia,India,IND,Pawalgarh Conservation Reserve,Pawalgarh Conservation Reserve,,29.3740027224,79.2228647814,confirmed,,,9777,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,,09/23/19,,,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,98
14990,0,46877,Asia,India,IND,"Krungming Reserve Forest, Khorongma & Kopili-Umrangsu Reservoirs","Krungming Reserve Forest, Khorongma & Kopili-Umrangsu Reservoirs",,25.5052728118,92.6658894003,confirmed,,,5991,little/none,0,Digitized by Gill Bunting at BirdLife International in September 2019,Based on Site name and topographic features - needs national level review,3. draft polygon,"Gill Bunting, BirdLife International",,09/23/19,,,"CR/EN, migratory birds/congregations",52,85,,,"India, Nepal y Bhutan",Himalayas,,60
15095,0,46871,Asia,India,IND,Sessa Orchid Sanctuary,Sessa Orchid Sanctuary,,27.1167755506,92.5017929666,confirmed,,,7381,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,-,BNHS,,10/31/19,,,"VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15096,0,46971,Asia,India,IND,Eaglenest Wildlife Sanctuary,Eaglenest Wildlife Sanctuary,,27.051582645,92.4123787859,confirmed,confirmed,confirmed,30095,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK.",Digitized by BNHS,3. draft polygon,BNHS / AZE (2018),,10/31/19,,,"CR/EN, VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15108,0,46966,Asia,India,IND,Barail Range forests,Barail Range forests,,25.1372366213,93.1116169965,confirmed,,,89289,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,11/19/19,,,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,29
15109,0,46873,Asia,India,IND,Barail Wildlife Sanctuary,Barail Wildlife Sanctuary,,25.0269715973,92.7064817202,confirmed,,,22780,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,-,BNHS,,11/19/19,,,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,12
15110,0,46926,Asia,India,IND,Keibul Lamjao National Park,Keibul Lamjao National Park,,24.5618671382,93.8601713549,confirmed,,,25400,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,-,BNHS,,11/19/19,,,"CR/EN, VU, migratory birds/congregations",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15111,0,46963,Asia,India,IND,Loktak Lake,Loktak Lake,,24.5589202054,93.8061251559,confirmed,,,6324,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,11/19/19,,,"CR/EN, VU, migratory birds/congregations",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15113,0,46964,Asia,India,IND,Innerline (East) and Barak Reserve Forests,Innerline (East) and Barak Reserve Forests,,24.5565208236,92.9183039167,confirmed,,,85663,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,11/19/19,,,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,51
15114,0,46876,Asia,India,IND,Innerline (West) and Katakhal Reserve Forests,Innerline (West) and Katakhal Reserve Forests,,24.4012772735,92.6041747491,confirmed,,,76671,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,-,BNHS,,11/19/19,,,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,41
15115,0,46968,Asia,India,IND,Mechuka - Tato,Mechuka - Tato,,28.8762685546,94.3148981861,confirmed,,,368746,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,11/19/19,,,"VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15116,0,46870,Asia,India,IND,Monigong - Jorgging - Tuting,Monigong - Jorgging - Tuting,,28.4536440316,94.2925355822,confirmed,,,80862,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,11/19/19,,,"VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15117,0,46874,Asia,India,IND,Chirang Reserve Forest,Chirang Reserve Forest,,26.7475481845,90.3283884093,confirmed,,,53354,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,2. buffered point,BNHS,,10/31/19,,,"CR/EN, VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,10
15118,0,46965,Asia,India,IND,Ripu Reserve Forest,Ripu Reserve Forest,,26.679807156,90.0746282126,confirmed,,,50509,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,10/31/19,,,"CR/EN, VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15119,0,46869,Asia,India,IND,Mandla Phudung,Mandla Phudung,,27.3571355069,92.1247625335,confirmed,,,23793,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,2. buffered point,BNHS,,11/19/19,,,"VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,7
15120,0,46969,Asia,India,IND,Shergaon - Tenzinggang - Kalaktang,Shergaon - Tenzinggang - Kalaktang,,27.1899595615,92.1340860629,confirmed,,,14370,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,11/19/19,,,"VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,5
15121,0,15198,Asia,Bhutan,BTN,Phipsoo Wildlife Sanctuary,Phipsoo Wildlife Sanctuary,BT010,26.7741851372,90.0498180957,confirmed,confirmed,,22449,whole,1,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,224
15565,0,18156,Asia,India,IND,Kibber Wildlife Sanctuary,Kibber Wildlife Sanctuary,IN033,32.4544090772,78.2208987434,confirmed,,,205135,whole,1,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,,,05/22/20,,,other,52,85,,,"India, Nepal y Bhutan",Himalayas,,184
15568,0,49073,Asia,India,IND,Lumding Reserve Forest,Lumding Reserve Forest,,25.8280518049,93.1247871141,confirmed,,,25416,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,4. refined polygon,BNHS,,05/28/20,,,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15569,0,46880,Asia,India,IND,Marat Longri Wildlife Sanctuary,Marat Longri Wildlife Sanctuary,,25.9039252115,93.279556385,confirmed,,,37968,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,-,BNHS,,05/28/20,,,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15570,0,18091,Asia,India,IND,Lumding - Marat Longri,Lumding - Marat Longri,IN394,25.8735152274,93.2174734342,superseded,confirmed,,63401,whole,3,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS / CEPF,,10/20/10,,05/28/20,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,1
15573,0,18047,Asia,India,IND,Mechuka - Monigong - Jorgging,Mechuka - Monigong - Jorgging,IN350,28.8005390944,94.3109056514,superseded,confirmed,,449550,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,CEPF,,10/20/10,,05/29/20,VU,52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15598,0,18081,Asia,India,IND,Habang,Habang,IN384,25.7134044852,92.2095794958,confirmed,,,1065,little/none,0,BNHS 2015 IBA Directory of India,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,migratory birds/congregations,52,85,,,"India, Nepal y Bhutan",Himalayas,,11
15599,0,18087,Asia,India,IND,Kaziranga National Park,Kaziranga National Park,IN390,26.6589924925,93.3797280651,confirmed,confirmed,,43220,whole,2,"Original bounadry recieved from Partner in August 2010, updated to WDPA boundary in 2012 on basis of feedback from partner. BNHS 2015 IBA Directory of India","Original digitized by BNHS, but boundary redrawn on printout in 2012 and digitized in GE. Found to match WHS from WDPA, so updated to WDPA",3. draft polygon,,,02/15/19,,,"CR/EN, VU, endemic, migratory birds/congregations",52,85,,,"India, Nepal y Bhutan",Himalayas,,3
2649,0,14325,Asia,Nepal,NPL,Chitwan National Park,Chitwan National Park,NP004,27.5078266504,84.364112818,confirmed,confirmed,,188053,whole,3,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,3. draft polygon,,,09/01/09,,09/06/12,"CR/EN, VU, migratory birds/congregations, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,1
2662,0,14339,Asia,Nepal,NPL,Parsa Wildlife Reserve,Parsa Wildlife Reserve,NP018,27.3618106125,84.8474330565,confirmed,confirmed,,85538,whole,2,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,3. draft polygon,,,09/01/09,,09/06/12,"CR/EN, VU, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,1
2649,0,14325,Asia,Nepal,NPL,Chitwan National Park,Chitwan National Park,NP004,27.5078266504,84.364112818,confirmed,confirmed,,188053,whole,3,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,3. draft polygon,,,09/01/09,,09/06/12,"CR/EN, VU, migratory birds/congregations, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,2
3122,0,18118,Asia,India,IND,Valmiki Tiger Reserve and Saraiyaman Lake,Valmiki Tiger Reserve and Saraiyaman Lake,IN301,27.3512146283,84.1843218849,confirmed,,,90746,most,3,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,2
2650,0,14326,Asia,Nepal,NPL,Dang Deukhuri foothill forests and west Rapti wetlands,Dang Deukhuri foothill forests and west Rapti wetlands,NP005,27.8651258656,82.3625190091,confirmed,confirmed,,165524,little/none,2,Revised with reference to Google Earth by Partner in late 2011,,3. draft polygon,,,09/01/09,,01/24/12,"CR/EN, VU, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,14
3334,0,18438,Asia,India,IND,Soheldev Wildlife Sanctuary,Soheldev Wildlife Sanctuary,IN134,27.7601829743,82.2512095425,confirmed,,,47130,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,VU,52,85,,,"India, Nepal y Bhutan",Himalayas,,14
2655,0,14331,Asia,Nepal,NPL,Kanchenjungha Conservation Area,Kanchenjungha Conservation Area,NP010,27.6888564541,87.9271553472,confirmed,confirmed,,203712,whole,1,Revised with reference to Google Earth by Partner in late 2011,,3. draft polygon,,,09/01/09,,01/24/12,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2669,0,14346,Asia,Nepal,NPL,Tamur valley and watershed,Tamur valley and watershed,NP026,27.3599967968,87.5937134854,confirmed,confirmed,,133442,little/none,0,"KBA data supplied by Jack Tordoff, BirdLife International",Unchanged,3. draft polygon,,,09/01/09,,,"CR/EN, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2655,0,14331,Asia,Nepal,NPL,Kanchenjungha Conservation Area,Kanchenjungha Conservation Area,NP010,27.6888564541,87.9271553472,confirmed,confirmed,,203712,whole,1,Revised with reference to Google Earth by Partner in late 2011,,3. draft polygon,,,09/01/09,,01/24/12,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,3
3288,0,18372,Asia,India,IND,Khangchendzonga National Park and Biosphere Reserve,Khangchendzonga National Park and Biosphere Reserve,IN330,27.6184652856,88.3193832087,confirmed,confirmed,,241954,whole,3,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,3
2655,0,14331,Asia,Nepal,NPL,Kanchenjungha Conservation Area,Kanchenjungha Conservation Area,NP010,27.6888564541,87.9271553472,confirmed,confirmed,,203712,whole,1,Revised with reference to Google Earth by Partner in late 2011,,3. draft polygon,,,09/01/09,,01/24/12,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,4
3290,0,18374,Asia,India,IND,Lhonak Valley,Lhonak Valley,IN332,27.938945011,88.3577237249,confirmed,confirmed,,34301,little/none,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,4
2658,0,14334,Asia,Nepal,NPL,Langtang National Park,Langtang National Park,NP013,28.1216921706,85.5645796275,confirmed,confirmed,,212756,whole,3,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,3. draft polygon,,,09/01/09,,09/06/12,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,1
10845,0,15493,Asia,China (mainland),CHN,Jiang Cun,Jiang Cun,CN134,28.4399403381,85.3021105188,confirmed,,,74128,most,3,WDPA,"Accuracy difficult to determine, however, probably not very good",3. draft polygon,WDPA,,10/09/09,,01/10/14,other,52,85,,,"India, Nepal y Bhutan",Himalayas,,1
2660,0,14337,Asia,Nepal,NPL,Mai Valley forests,Mai Valley forests,NP015,26.8852344329,88.025330886,confirmed,confirmed,,80847,little/none,1,Revised with reference to Google Earth by Partner in late 2011,,3. draft polygon,,,09/01/09,,01/24/12,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,2
3358,0,18463,Asia,India,IND,Singhalila National Park,Singhalila National Park,IN325,27.1393241639,88.0379651926,confirmed,confirmed,,8872,whole,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,2
2661,0,14338,Asia,Nepal,NPL,Makalu Barun National Park,Makalu Barun National Park,NP016,27.6889444098,87.0905085896,confirmed,confirmed,,216879,whole,3,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,3. draft polygon,,,09/01/09,,09/06/12,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,9
2665,0,14342,Asia,Nepal,NPL,Sagarmatha National Park,Sagarmatha National Park,NP022,27.896939079,86.7275285652,confirmed,confirmed,,147690,whole,4,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,3. draft polygon,,,09/01/09,,09/06/12,"CR/EN, VU, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,9
2670,0,15196,Asia,Bhutan,BTN,Toorsa Strict Nature Reserve,Toorsa Strict Nature Reserve,BT002,27.3710316824,89.0541694148,confirmed,confirmed,,65083,whole,1,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,2
3293,0,18377,Asia,India,IND,Pangolakha Wildlife Sanctuary - Zuluk - Bedang Tso - Natula Complex,Pangolakha Wildlife Sanctuary - Zuluk - Bedang Tso - Natula Complex,IN335,27.2720255707,88.8330132553,confirmed,confirmed,,15675,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,2
2671,0,15197,Asia,Bhutan,BTN,Jigme Dorji National Park,Jigme Dorji National Park,BT001,27.8833746952,89.7282020307,confirmed,confirmed,,435087,whole,1,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, endemic, migratory birds/congregations, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2679,0,15207,Asia,Bhutan,BTN,Ada lake / Puna Tsangchu,Ada lake / Puna Tsangchu,BT008,27.4390320931,89.980880566,confirmed,confirmed,,36540,little/none,1,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, migratory birds/congregations",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2672,0,15200,Asia,Bhutan,BTN,Jigme Singye Wangchuk National Park,Jigme Singye Wangchuk National Park,BT012,27.2472306727,90.3904462161,confirmed,confirmed,,173057,whole,1,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2679,0,15207,Asia,Bhutan,BTN,Ada lake / Puna Tsangchu,Ada lake / Puna Tsangchu,BT008,27.4390320931,89.980880566,confirmed,confirmed,,36540,little/none,1,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, migratory birds/congregations",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2673,0,15201,Asia,Bhutan,BTN,Royal Manas National Park,Royal Manas National Park,BT015,26.9039079578,90.7906225311,confirmed,confirmed,,102300,whole,1,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2688,0,15216,Asia,Bhutan,BTN,Sarpang-Gelephu foothills,Sarpang-Gelephu foothills,BT011,26.9384361486,90.3472294133,confirmed,confirmed,,63696,most,2,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"VU, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2675,0,15203,Asia,Bhutan,BTN,Bumdelling Wildlife Sanctuary,Bumdelling Wildlife Sanctuary,BT018,27.7466542945,91.4243089341,confirmed,confirmed,,118450,whole,2,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, endemic, migratory birds/congregations, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2684,0,15212,Asia,Bhutan,BTN,Kori La,Kori La,BT019,27.3771305176,91.3288239843,confirmed,confirmed,,35338,some,2,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"VU, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2675,0,15203,Asia,Bhutan,BTN,Bumdelling Wildlife Sanctuary,Bumdelling Wildlife Sanctuary,BT018,27.7466542945,91.4243089341,confirmed,confirmed,,118450,whole,2,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, endemic, migratory birds/congregations, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,13
3073,0,18062,Asia,India,IND,Zemithang - Nelya,Zemithang - Nelya,IN365,27.7607092417,91.7099326616,confirmed,confirmed,,32608,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"VU, endemic",52,85,,,"India, Nepal y Bhutan",Himalayas,,13
2688,0,15216,Asia,Bhutan,BTN,Sarpang-Gelephu foothills,Sarpang-Gelephu foothills,BT011,26.9384361486,90.3472294133,confirmed,confirmed,,63696,most,2,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"VU, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
15121,0,15198,Asia,Bhutan,BTN,Phipsoo Wildlife Sanctuary,Phipsoo Wildlife Sanctuary,BT010,26.7741851372,90.0498180957,confirmed,confirmed,,22449,whole,1,"KBA data supplied by Jack Tordoff, BirdLife International",,3. draft polygon,,,06/01/05,,05/28/08,"CR/EN, VU, endemic, other",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2708,0,15236,Asia,Bangladesh,BGD,Sangu Matamuhari,Sangu Matamuhari,BD017,21.4658812033,92.4962820373,confirmed,,,76353,little/none,0,WDPA,WDPA polygon was redigitized using Google Earth by Gill Bunting at Birdlife International,3. draft polygon,WDPA,,10/19/09,,,other,52,85,,,"India, Nepal y Bhutan",Himalayas,,0
5539,0,22588,Asia,Myanmar,MMR,Northern Rakhine Yoma,Northern Rakhine Yoma,,21.2101197632,92.4584159347,,confirmed,,128968,little/none,0,Provided by Jack Tordoff from the 2012 CEPF Indo Burma Hotspot Profile,,3. draft polygon,CEPF,,10/08/13,,01/10/14,"CR/EN, VU",52,85,,,"India, Nepal y Bhutan",Himalayas,,0
2986,0,16412,Asia,Pakistan,PAK,Palas valley,Palas valley,PK009,34.9927316628,73.2582386202,confirmed,,,149194,little/none,0,Map source: Working Plan (Khan 1989).,Digitized in Google Earth by Tris Allinson (Birdlife International). Based on a map in  the Working Plan (Khan 1989).,3. draft polygon,"Tris Allinson, BirdLife International",,10/09/09,,,"VU, endemic, other",43,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Limitations in B: Financial,0
2988,0,16418,Asia,Pakistan,PAK,Kayal valley,Kayal valley,PK008,35.2137398715,73.0029728954,confirmed,,,22484,little/none,0,Digitized in Google Earth at Birdlife International,,3. draft polygon,"Tris Allinson, BirdLife International",,10/09/09,,,"VU, endemic, other",43,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Limitations in B: Financial,0
2987,0,16417,Asia,Pakistan,PAK,Duber valley,Duber valley,PK007,35.167347254,72.8439611611,confirmed,,,47228,little/none,0,Digitized in Google Earth at Birdlife International,,3. draft polygon,"Tris Allinson, BirdLife International",,10/09/09,,,"VU, endemic, other",43,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Limitations in B: Financial,0
2988,0,16418,Asia,Pakistan,PAK,Kayal valley,Kayal valley,PK008,35.2137398715,73.0029728954,confirmed,,,22484,little/none,0,Digitized in Google Earth at Birdlife International,,3. draft polygon,"Tris Allinson, BirdLife International",,10/09/09,,,"VU, endemic, other",43,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Limitations in B: Financial,0
3068,0,18057,Asia,India,IND,"Shergaon, Mandla - Phudung and Kalaktang","Shergaon, Mandla - Phudung and Kalaktang",IN360,27.2940498093,92.1270670283,superseded,confirmed,,38164,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,VU,52,85,,,"India, Nepal y Bhutan",Himalayas,,5
