FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,TRIGGERS,FID_WWW_ed,OBJECTID_1,NAME,at_risk,Map_number,COUNTRY_1,TYPE,CONTINENT,sq_km
8462,0,45061,Australasia,Solomon Islands,SLB,West Pavuvu,West Pavuvu,,-9.0277765912,159.126533206,,confirmed,,28946,little/none,0,CEPF East Melanesian Islands Hotspot Profile,,3. draft polygon,CEPF,endemic,72,103,West-Central Solomons Land-Seascape,,,Solomon Islands,WCS areas of work,Oceania,150
13680,0,9786,Asia,Philippines,PHL,Bislig,Bislig,PH086,8.1273159375,126.158230234,confirmed,confirmed,,154488,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,1545
13681,0,9787,Asia,Philippines,PHL,Mount Agtuuganon and Mount Pasian,Mount Agtuuganon and Mount Pasian,PH087,7.6447052972,126.338298759,confirmed,confirmed,,85282,some,1,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,853
13682,0,9788,Asia,Philippines,PHL,Mount Kampalili-Puting Bato,Mount Kampalili-Puting Bato,PH088,7.2630720951,126.188123347,confirmed,confirmed,,169523,little/none,0,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,1695
13689,0,9796,Asia,Philippines,PHL,Munai / Tambo,Munai / Tambo,PH096,7.8987752322,123.999609683,confirmed,confirmed,,69870,some,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,646
13690,0,9800,Asia,Philippines,PHL,Mount Sinaka,Mount Sinaka,PH100,7.4849255447,125.280572885,confirmed,confirmed,,5876,little/none,0,"BirdLife International, 2008, SitMapGlobal extracted on 13th March 2008",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,59
13691,0,9801,Asia,Philippines,PHL,Mount Apo,Mount Apo,PH101,7.0151318133,125.286337812,confirmed,confirmed,,99006,most,2,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,530
13711,0,22335,Asia,Philippines,PHL,Mount Piagayungan and Butig Mountains,Mount Piagayungan and Butig Mountains,,7.6779665111,124.454682043,,confirmed,,154364,some,2,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,766
13720,0,9799,Asia,Philippines,PHL,Butig mountains,Butig mountains,PH099,7.6442334438,124.263946009,confirmed,,,31832,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, endemic",103,145,,,,Philippines,,Asia,50
13741,0,9802,Asia,Philippines,PHL,Liguasan marsh,Liguasan marsh,PH102,6.9821432438,124.655076929,confirmed,confirmed,,219296,little/none,1,"BirdLife International, 2008, SitMapGlobal extracted on 13th March 2008. KBA merged to IBA boundary.",KBA merged to IBA boundary.,3. draft polygon,,"CR/EN, VU, endemic, migratory birds/congregations",103,145,,,,Philippines,,Asia,4
13743,0,9797,Asia,Philippines,PHL,Lake Lanao,Lake Lanao,PH097,7.8946630121,124.259802862,confirmed,confirmed,,64314,whole,4,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",Merged to include IBA boundary.,3. draft polygon,,"CR/EN, VU, endemic, migratory birds/congregations",103,145,,,,Philippines,,Asia,643
13711,0,22335,Asia,Philippines,PHL,Mount Piagayungan and Butig Mountains,Mount Piagayungan and Butig Mountains,,7.6779665111,124.454682043,,confirmed,,154364,some,2,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,269
13720,0,9799,Asia,Philippines,PHL,Butig mountains,Butig mountains,PH099,7.6442334438,124.263946009,confirmed,,,31832,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, endemic",103,145,,,,Philippines,,Asia,269
13711,0,22335,Asia,Philippines,PHL,Mount Piagayungan and Butig Mountains,Mount Piagayungan and Butig Mountains,,7.6779665111,124.454682043,,confirmed,,154364,some,2,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,3. draft polygon,,"CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,509
13721,0,9798,Asia,Philippines,PHL,Mount Piagayungan,Mount Piagayungan,PH098,7.7282543591,124.48645497,confirmed,,,50936,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001","CR/EN, VU, endemic",103,145,,,,Philippines,,Asia,509
8443,0,31342,Australasia,Solomon Islands,SLB,Kolombangara Marine,Kolombangara Marine,,-7.981051293,157.071610125,confirmed,,,79825,little/none,5,,,4. refined polygon,"Jez Bird and the Marine Team, BirdLife International","VU, migratory birds/congregations",72,103,West-Central Solomons Land-Seascape,,,Solomon Islands,WCS areas of work,Oceania,47
8448,0,45052,Australasia,Solomon Islands,SLB,Marovo,Marovo,,-8.6210421907,157.916571543,,confirmed,,155741,little/none,4,CEPF East Melanesian Islands Hotspot Profile,,3. draft polygon,CEPF,"CR/EN, VU, endemic",72,103,West-Central Solomons Land-Seascape,,,Solomon Islands,WCS areas of work,Oceania,656
8449,0,45057,Australasia,Solomon Islands,SLB,North New Georgia,North New Georgia,,-8.0971694319,157.488176616,,confirmed,,12463,little/none,0,CEPF East Melanesian Islands Hotspot Profile,,3. draft polygon,CEPF,"VU, endemic",72,103,West-Central Solomons Land-Seascape,,,Solomon Islands,WCS areas of work,Oceania,125
8451,0,45064,Australasia,Solomon Islands,SLB,Rendova,Rendova,,-8.5374511964,157.300498789,,confirmed,,19954,little/none,0,CEPF East Melanesian Islands Hotspot Profile,,3. draft polygon,CEPF,"VU, endemic",72,103,West-Central Solomons Land-Seascape,,,Solomon Islands,WCS areas of work,Oceania,196
8463,0,45065,Australasia,Solomon Islands,SLB,Roviana - Vonavona,Roviana - Vonavona,,-8.2894468998,157.320822813,,confirmed,,63800,little/none,21,CEPF East Melanesian Islands Hotspot Profile,,3. draft polygon,CEPF,"CR/EN, endemic",72,103,West-Central Solomons Land-Seascape,,,Solomon Islands,WCS areas of work,Oceania,162
8500,0,23641,Australasia,Solomon Islands,SLB,Kolombangara Upland Forest,Kolombangara Upland Forest,SO001,-7.9831436748,157.072802885,confirmed,confirmed,,31264,little/none,1,CEPF East Melanesian Islands Hotspot Profile,,3. draft polygon,CEPF,"CR/EN, VU, endemic, migratory birds/congregations",72,103,West-Central Solomons Land-Seascape,,,Solomon Islands,WCS areas of work,Oceania,303
8501,0,23642,Australasia,Solomon Islands,SLB,Tetepare,Tetepare,,-8.7433188476,157.557366227,,confirmed,,12567,whole,1,CEPF East Melanesian Islands Hotspot Profile,,3. draft polygon,CEPF,"VU, endemic",72,103,West-Central Solomons Land-Seascape,,,Solomon Islands,WCS areas of work,Oceania,116
3543,0,19303,Central America,Panama,PAN,Parque Nacional Portobelo,Portobelo National Park,PA030,9.5223339813,-79.604322963,confirmed,,,26882,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,"VU, endemic",58,82,,,,"Panama, Colombia",Partners work here,North America,246
3553,0,19318,Central America,Panama,PAN,Parque Nacional Chagres,Chagres National Park,PA040,9.3601202727,-79.443307672,confirmed,,,122268,whole,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,"VU, endemic, other",58,82,,,,"Panama, Colombia",Partners work here,North America,1223
3555,0,19323,Central America,Panama,PAN,Humedales de Chim├ín,Chim├ín Wetlands,PA044,8.6990203667,-78.6147938217,confirmed,,,16596,most,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,migratory birds/congregations,58,82,,,,"Panama, Colombia",Partners work here,North America,44
3557,0,19335,Central America,Panama,PAN,Reserva Hidrol├│gica de Maj├®,Maj├® Hydrological Reserve,PA042,8.9867561133,-78.7298178483,confirmed,,,17960,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,"CR/EN, VU",58,82,,,,"Panama, Colombia",Partners work here,North America,180
3558,0,19336,Central America,Panama,PAN,Serran├¡a de Maj├®,Serran├¡a de Maj├®,PA043,8.9092646497,-78.5858032401,confirmed,,,47853,little/none,1,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,"CR/EN, VU, endemic",58,82,,,,"Panama, Colombia",Partners work here,North America,475
3559,0,19337,Central America,Panama,PAN,├ürea Silvestre de Nargan├í,Nargan├í Wildlands Area,PA047,9.3933677284,-78.8655553554,confirmed,,,87375,whole,3,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,"CR/EN, VU, endemic",58,82,,,,"Panama, Colombia",Partners work here,North America,775
3560,0,19338,Central America,Panama,PAN,Punta Garachin├®-Cerro Sapo,Punta Garachin├®-Cerro Sapo,PA051,8.028835546,-78.3908346644,confirmed,,,11079,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,endemic,58,82,,,,"Panama, Colombia",Partners work here,North America,53
3561,0,19339,Central America,Panama,PAN,Humedales de la Ensenada de Garachin├®,Ensenada de Garachin├® Wetlands,PA050,8.1016618551,-78.2937738933,confirmed,,,9427,some,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,migratory birds/congregations,58,82,,,,"Panama, Colombia",Partners work here,North America,19
3562,0,19340,Central America,Panama,PAN,Reserva Natural y Humedales de Punta Pati├▒o,Punta Pati├▒o Nature Reserve and Wetlands,PA049,8.2674011676,-78.2129200784,confirmed,,,26826,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,"VU, migratory birds/congregations",58,82,,,,"Panama, Colombia",Partners work here,North America,92
15856,0,14423,South America,Colombia,COL,Capurgan├í,Capurgan├í,CO018,8.6400832408,-77.3566077113,confirmed,,,1189,little/none,0,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,"VU, endemic, other",58,82,,,,"Panama, Colombia",Partners work here,North America,0
15856,0,14423,South America,Colombia,COL,Capurgan├í,Capurgan├í,CO018,8.6400832408,-77.3566077113,confirmed,,,1189,little/none,0,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International,"VU, endemic, other",58,82,,,,"Panama, Colombia",Partners work here,South America,11
3543,0,19303,Central America,Panama,PAN,Parque Nacional Portobelo,Portobelo National Park,PA030,9.5223339813,-79.604322963,confirmed,,,26882,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,"VU, endemic",58,82,,,,"Panama, Colombia",Partners work here,North America,0
3553,0,19318,Central America,Panama,PAN,Parque Nacional Chagres,Chagres National Park,PA040,9.3601202727,-79.443307672,confirmed,,,122268,whole,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,"VU, endemic, other",58,82,,,,"Panama, Colombia",Partners work here,North America,0
3553,0,19318,Central America,Panama,PAN,Parque Nacional Chagres,Chagres National Park,PA040,9.3601202727,-79.443307672,confirmed,,,122268,whole,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,"VU, endemic, other",58,82,,,,"Panama, Colombia",Partners work here,North America,0
3559,0,19337,Central America,Panama,PAN,├ürea Silvestre de Nargan├í,Nargan├í Wildlands Area,PA047,9.3933677284,-78.8655553554,confirmed,,,87375,whole,3,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,"CR/EN, VU, endemic",58,82,,,,"Panama, Colombia",Partners work here,North America,0
3560,0,19338,Central America,Panama,PAN,Punta Garachin├®-Cerro Sapo,Punta Garachin├®-Cerro Sapo,PA051,8.028835546,-78.3908346644,confirmed,,,11079,whole,2,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,endemic,58,82,,,,"Panama, Colombia",Partners work here,North America,1
14459,0,19341,Central America,Panama,PAN,Parque Nacional Dari├®n,Dari├®n National Park,PA053,7.8176490986,-77.7035854254,confirmed,confirmed,confirmed,562386,whole,3,"Frank Sol├¡s, Roberto Ib├í├▒ez, C├®sar Jaramillo, Querube Fuenmayor. 2004. Atelopus certus. The IUCN Red List of Threatened Species 2004: e.T54497A11143926. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T54497A11143926.en. Downloaded on 23 February 2017.",No change from existing AZE except that international border with Colombia was edited to a more detailed baselayer to avoid overlap with neighbouring KBAs,4. refined polygon,AZE (2018),"CR/EN, VU, endemic, other",58,82,,,,"Panama, Colombia",Partners work here,North America,1
14459,0,19341,Central America,Panama,PAN,Parque Nacional Dari├®n,Dari├®n National Park,PA053,7.8176490986,-77.7035854254,confirmed,confirmed,confirmed,562386,whole,3,"Frank Sol├¡s, Roberto Ib├í├▒ez, C├®sar Jaramillo, Querube Fuenmayor. 2004. Atelopus certus. The IUCN Red List of Threatened Species 2004: e.T54497A11143926. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T54497A11143926.en. Downloaded on 23 February 2017.",No change from existing AZE except that international border with Colombia was edited to a more detailed baselayer to avoid overlap with neighbouring KBAs,4. refined polygon,AZE (2018),"CR/EN, VU, endemic, other",58,82,,,,"Panama, Colombia",Partners work here,North America,0
15140,0,14438,South America,Colombia,COL,Parque Nacional Natural Los Kat├¡os,Parque Nacional Natural Los Kat├¡os,CO019,7.810505694,-77.1843101671,confirmed,,,77968,whole,2,Original boundary from IBA Directory Process.  Boundary replaced in Jan 2020 by WDPA polygon with more accurate international boundary,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International / WDPA,"CR/EN, VU, endemic",58,82,,,,"Panama, Colombia",Partners work here,North America,0
14459,0,19341,Central America,Panama,PAN,Parque Nacional Dari├®n,Dari├®n National Park,PA053,7.8176490986,-77.7035854254,confirmed,confirmed,confirmed,562386,whole,3,"Frank Sol├¡s, Roberto Ib├í├▒ez, C├®sar Jaramillo, Querube Fuenmayor. 2004. Atelopus certus. The IUCN Red List of Threatened Species 2004: e.T54497A11143926. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T54497A11143926.en. Downloaded on 23 February 2017.",No change from existing AZE except that international border with Colombia was edited to a more detailed baselayer to avoid overlap with neighbouring KBAs,4. refined polygon,AZE (2018),"CR/EN, VU, endemic, other",58,82,,,,"Panama, Colombia",Partners work here,South America,0
15140,0,14438,South America,Colombia,COL,Parque Nacional Natural Los Kat├¡os,Parque Nacional Natural Los Kat├¡os,CO019,7.810505694,-77.1843101671,confirmed,,,77968,whole,2,Original boundary from IBA Directory Process.  Boundary replaced in Jan 2020 by WDPA polygon with more accurate international boundary,Recieved from Partner via Regional Office,3. draft polygon,BirdLife International / WDPA,"CR/EN, VU, endemic",58,82,,,,"Panama, Colombia",Partners work here,South America,0
10741,0,16588,Asia,Russia (Asian),RUS,Wrangel and Herald Islands,Wrangel and Herald Islands,RU3082,71.2233822163,-52.7456672305,confirmed,,,6035459,whole,2,Original provided by Tatiana Sviridova who produced the dataset for RBCU / Transparent World was combined with results of 2016 Marine IBA Inventory,,4. refined polygon,RBCU,"migratory birds/congregations, other",4,6,Natural System of Wrangel Island Reserve,y,1,Russia,WCS areas of work,Asia,7618
8020,0,11365,North America,Canada,CAN,Hannah Bay,Hannah Bay,CA366,51.215197763,-79.8409525931,confirmed,,,15326,little/none,0,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,6
8021,0,11366,North America,Canada,CAN,Longridge Point and Associated Coastline,Longridge Point and Associated Coastline,CA367,51.8467389446,-80.7107329667,confirmed,,,21132,little/none,0,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,49
8022,0,11367,North America,Canada,CAN,Albany River Estuary and Assoc. Coastline,Albany River Estuary and Assoc. Coastline,CA368,52.3168721043,-81.5150697835,confirmed,,,191863,little/none,1,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,893
8023,0,11368,North America,Canada,CAN,Akimiski Strait,Akimiski Strait,CA369,53.0380663256,-82.0453641245,confirmed,,,134535,little/none,0,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,82
8024,0,11369,North America,Canada,CAN,Ekwan to Lakitusaki Shores,Ekwan to Lakitusaki Shores,CA370,53.9212544639,-82.2632918905,confirmed,,,156808,some,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,773
8025,0,11370,North America,Canada,CAN,Cape Henrietta Maria,Cape Henrietta Maria,CA371,55.1336632894,-82.5929643827,confirmed,,,101847,some,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,400
8026,0,11371,North America,Canada,CAN,Winisk River Estuary,Winisk River Estuary,CA372,55.2503089133,-85.0437084591,confirmed,,,153660,most,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,1062
8027,0,11372,North America,Canada,CAN,Shagamu River and Area,Shagamu River and Area,CA373,55.8669951458,-86.7335020209,confirmed,,,90158,some,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,329
8028,0,11373,North America,Canada,CAN,Severn River Coastline,Severn River Coastline,CA374,56.0532003902,-87.6375733891,confirmed,,,100084,little/none,0,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,753
8029,0,11374,North America,Canada,CAN,Netitishi Point,Netitishi Point,CA375,51.3119971865,-80.1214773841,confirmed,,,14890,little/none,0,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,"VU, migratory birds/congregations",88,125,,,,Canada,,North America,27
8030,0,11375,North America,Canada,CAN,Moose River Estuary,Moose River Estuary,CA376,51.3676900617,-80.3927074162,confirmed,,,20076,whole,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,57
8031,0,11376,North America,Canada,CAN,North Point,North Point,CA377,51.4998143432,-80.4643360845,confirmed,,,7312,little/none,0,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,27
8032,0,11377,North America,Canada,CAN,Big Piskwanish Point,Big Piskwanish Point,CA378,51.7032334244,-80.5834791037,confirmed,,,13294,little/none,0,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,47
8033,0,11378,North America,Canada,CAN,Sutton River Coastline,Sutton River Coastline,CA379,55.1706189355,-83.4584287655,confirmed,,,100677,most,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,750
8034,0,11379,North America,Canada,CAN,Niskibi Cape,Niskibi Cape,CA380,56.4771607181,-88.110622195,confirmed,,,165611,little/none,0,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,3. draft polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,770
8035,0,11380,North America,Canada,CAN,Pen Islands,Pen Islands,CA381,56.8271662568,-88.8359337264,confirmed,,,111612,most,1,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,migratory birds/congregations,88,125,,,,Canada,,North America,308
8037,0,11383,North America,Canada,CAN,East Point,East Point,CA384,51.3564349354,-79.6953987106,confirmed,,,34401,some,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,"VU, migratory birds/congregations",88,125,,,,Canada,,North America,101
1306,0,6077,Africa,Central African Republic,CAF,Manovo - Gounda - St Floris National Park complex,Manovo - Gounda - St Floris National Park complex,CF002,9.0498419756,21.561302353,confirmed,,,2959376,whole,4,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",3. draft polygon,"Paul Britten, RSPB",other,52,67,Central African Republic,,,Central African Republic,WCS areas of work,Africa,29395
2646,0,14322,Asia,Nepal,NPL,Annapurna Conservation Area,Annapurna Conservation Area,NP001,28.7328426589,83.9654612497,confirmed,confirmed,,738785,whole,2,"KBA data supplied by Jack Tordoff, BirdLife International",Unchanged,3. draft polygon,,"CR/EN, VU, endemic, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,2
2666,0,14343,Asia,Nepal,NPL,Shey-Phoksundo National Park,Shey-Phoksundo National Park,NP023,29.3695095086,82.8539765822,confirmed,,,490981,whole,3,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,3. draft polygon,,"VU, endemic, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,62
3183,0,18194,Asia,India,IND,Pangong Tso,Pangong Tso,IN015,33.7870046096,78.7093829681,confirmed,,,31095,most,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,other,64,93,Changtang,,,China,"WCS areas of work, J",Asia,14
3338,0,18442,Asia,India,IND,Askot Wildlife Sanctuary and Goriganga Basin,Askot Wildlife Sanctuary and Goriganga Basin,IN099,30.1687671132,80.2632891052,confirmed,,,201573,some,3,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,"VU, endemic",64,93,Changtang,,,China,"WCS areas of work, J",Asia,3
3350,0,18454,Asia,India,IND,Gangotri National Park,Gangotri National Park,IN111,31.0763952937,79.1103937679,confirmed,,,240428,whole,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,"VU, endemic",64,93,Changtang,,,China,"WCS areas of work, J",Asia,1408
5621,0,16277,Asia,Myanmar,MMR,Alaungdaw Kathapa,Alaungdaw Kathapa,MM017,22.4240239081,94.4351682361,confirmed,confirmed,,142657,whole,2,Provided by Jack Tordoff from the 2012 CEPF Indo Burma Hotspot Profile,"Original digitized by Gill Bunting using Google Earth based on local knowledge provided by Tony Htin Hla, was replaced by CEPF polygon in Oct 2013",3. draft polygon,,"CR/EN, VU, endemic, other",83,118,,,,Myanmar,,Asia,1421
10832,0,15460,Asia,China (mainland),CHN,Ayark Kol and alpine grassland,Ayark Kol and alpine grassland,CN109,37.4626123571,89.9222043021,confirmed,,,665809,whole,1,Site description; Google Earth; GeoNames; Flash Earth.,New polygon digitized. Possibly too large but location of Yixiekepati Hu & Muztag difficult to determine.,3. draft polygon,,"CR/EN, migratory birds/congregations, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,5112
10834,0,15462,Asia,China (mainland),CHN,Aqqik Kol and alpine grassland,Aqqik Kol and alpine grassland,CN110,37.0837280817,88.3445045196,confirmed,,,71490,whole,1,Site description; Google Earth; GeoNames; Flash Earth.,New polygon digitized. Accuracy OK,3. draft polygon,,"CR/EN, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,715
10835,0,15463,Asia,China (mainland),CHN,Jingyu Hu,Jingyu Hu,CN111,36.3146962489,89.4891051718,confirmed,,,119817,whole,1,Site description; Google Earth; GeoNames; Flash Earth.,"New polygon digitized. Accuracy OK, possibly too large.",3. draft polygon,,"CR/EN, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,1198
10836,0,15464,Asia,China (mainland),CHN,Aksayqin Hu and alpine grassland,Aksayqin Hu and alpine grassland,CN130,35.3687315702,79.9378832699,confirmed,,,52537,little/none,0,Unknown,"However, the boundary bears little relationship to underlying geography or site description and should be reviewed",3. draft polygon,,"CR/EN, endemic, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,525
10837,0,15472,Asia,China (mainland),CHN,Changtang plateau,Changtang plateau,CN132,34.125320488,85.9639528073,confirmed,,,32044450,most,1,WDPA,Accuracy difficult to determine,3. draft polygon,WDPA,"CR/EN, VU, migratory birds/congregations, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,320453
10838,0,15473,Asia,China (mainland),CHN,Bangong Co,Bangong Co,CN131,33.6126505829,79.4767313228,confirmed,,,91765,little/none,0,Site description; Google Earth; GeoNames; Flash Earth.,New polygon digitized. Accuracy good,3. draft polygon,,"migratory birds/congregations, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,801
10839,0,15477,Asia,China (mainland),CHN,Nam Co,Nam Co,CN139,30.6953834649,90.4668070998,confirmed,,,599898,whole,1,Based on Google Earth map produced by Mike Crosby.,,3. draft polygon,,"migratory birds/congregations, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,4303
10841,0,15479,Asia,China (mainland),CHN,Siling Co Nature Reserve,Siling Co Nature Reserve,CN133,31.3534701045,88.6770682808,confirmed,,,1404865,whole,2,Unknown,"Accuracy impossible to determine, however, boundary bears little relationship to underlying geography",3. draft polygon,,"migratory birds/congregations, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,14049
12817,0,15470,Asia,China (mainland),CHN,Sanjiangyuan Nature Reserve,Sanjiangyuan Nature Reserve,CN154,33.4715852492,97.0807678764,confirmed,confirmed,,13479580,whole,5,CEPF Mountains of South West China Hotspot Profile,"From TYPE speciman, may not be valid; PA and IBA; Known black neck crane, chiru, kiang, wild yak",3. draft polygon,CEPF Mountains of South West China Hotspot Profile,"CR/EN, VU, endemic, migratory birds/congregations, other",64,93,Changtang,,,China,"WCS areas of work, J",Asia,9281
