FID_Globa,"OBJECTID,N,10,0",SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Region_1,WCS_SH,Reason,sq_km
13411,0,16261,Asia,Myanmar,MMR,Hkakaborazi,Hkakaborazi,MM001,28.0814148834,97.8216772765,confirmed,confirmed,,434021,whole,3,Provided by Jack Tordoff from the 2012 CEPF Indo Burma Hotspot Profile,"Original digitized by Gill Bunting using Google Earth based on local knowledge provided by Tony Htin Hla, was replaced by CEPF polygon in Oct 2013",3. draft polygon,,,10/19/09,,01/10/14,"CR/EN, VU, migratory birds/congregations, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,33
13936,0,15560,Asia,China (mainland),CHN,Dulong Jiang River Valley,Dulong Jiang River Valley,CN232,27.7416977284,98.7783318177,confirmed,confirmed,confirmed,1139767,whole,3,"Shaw, K., Roy , S. & Wilson, B. 2014. Betula gynoterminalis. The IUCN Red List of Threatened Species 2014: e.T51207935A51207939. http://dx.doi.org/10.2305/IUCN.UK.2014-3.RLTS.T51207935A51207939.en. Downloaded on 6 May 2017.; Yang, Y. & Liao, W. 2013.┬áCe",Based on existing KBA merged with westernmost unit of the Three Parallel Rivers of Yunnan Provence PA,3. draft polygon,AZE (2018),,10/09/09,,11/21/18,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,33
13412,0,15567,Asia,China (mainland),CHN,Gaoligong Shan Nature Reserve (southern section),Gaoligong Shan Nature Reserve (southern section),CN244,25.5549064534,98.7390472635,confirmed,confirmed,,123605,whole,3,"Unknown, but retained in preferance to KBA profile boundary.",Seems pretty accurate.,4. refined polygon,,,10/09/09,,01/10/14,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,10
13936,0,15560,Asia,China (mainland),CHN,Dulong Jiang River Valley,Dulong Jiang River Valley,CN232,27.7416977284,98.7783318177,confirmed,confirmed,confirmed,1139767,whole,3,"Shaw, K., Roy , S. & Wilson, B. 2014. Betula gynoterminalis. The IUCN Red List of Threatened Species 2014: e.T51207935A51207939. http://dx.doi.org/10.2305/IUCN.UK.2014-3.RLTS.T51207935A51207939.en. Downloaded on 6 May 2017.; Yang, Y. & Liao, W. 2013.┬áCe",Based on existing KBA merged with westernmost unit of the Three Parallel Rivers of Yunnan Provence PA,3. draft polygon,AZE (2018),,10/09/09,,11/21/18,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,10
13412,0,15567,Asia,China (mainland),CHN,Gaoligong Shan Nature Reserve (southern section),Gaoligong Shan Nature Reserve (southern section),CN244,25.5549064534,98.7390472635,confirmed,confirmed,,123605,whole,3,"Unknown, but retained in preferance to KBA profile boundary.",Seems pretty accurate.,4. refined polygon,,,10/09/09,,01/10/14,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,2
14438,0,31561,Asia,Myanmar,MMR,May Hka Area,May Hka Area,,26.656833707,98.4519178565,,confirmed,confirmed,1006746,little/none,0,"Geissmann, T., Momberg, F. & Whitten, T. 2012. Rhinopithecus strykeri. The IUCN Red List of Threatened Species 2012: e.T13508501A13508504. http://dx.doi.org/10.2305/IUCN.UK.2012-1.RLTS.T13508501A13508504.en. Downloaded on 27 December 2016.",Based on existing KBA,3. draft polygon,AZE (2018),,11/21/18,,,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,2
13717,0,23307,Asia,Philippines,PHL,Samar Island Natural Park,Samar Island Natural Park,,11.806643248,125.173716859,,confirmed,,332804,whole,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,4. refined polygon,,,08/04/08,,06/04/08,"CR/EN, VU, endemic",45,0,,,Philippines,,,0,,734
13723,0,9773,Asia,Philippines,PHL,Mount Cabalantian - Mount Capoto-an complex,Mount Cabalantian - Mount Capoto-an complex,PH073,12.1385390002,125.082335662,confirmed,,,98122,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001",,08/06/18,,09/26/18,"CR/EN, VU, endemic",45,0,,,Philippines,,,0,,734
13717,0,23307,Asia,Philippines,PHL,Samar Island Natural Park,Samar Island Natural Park,,11.806643248,125.173716859,,confirmed,,332804,whole,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,4. refined polygon,,,08/04/08,,06/04/08,"CR/EN, VU, endemic",45,0,,,Philippines,,,0,,425
13724,0,9775,Asia,Philippines,PHL,Southern Samar mountains,Southern Samar mountains,PH075,11.3600740353,125.330562055,confirmed,,,48345,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001",,08/06/18,,09/26/18,"CR/EN, VU, endemic",45,0,,,Philippines,,,0,,425
13717,0,23307,Asia,Philippines,PHL,Samar Island Natural Park,Samar Island Natural Park,,11.806643248,125.173716859,,confirmed,,332804,whole,3,"KBA Data supplied by Naamal De Silva, 2007, Shapefile: Phil_kba_bdry3_final_20060829.shp",,4. refined polygon,,,08/04/08,,06/04/08,"CR/EN, VU, endemic",45,0,,,Philippines,,,0,,873
13725,0,9774,Asia,Philippines,PHL,Mount Yacgun - Mount Sohoton complex,Mount Yacgun - Mount Sohoton complex,PH074,11.6886201988,125.24816235,confirmed,,,103928,little/none,0,"Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.","Mallari, Neil Aldrin D. (2001) Key Conservation Sites in the Philippines, A Haribon Foudation and Birdlife International Directory of Important Bird Areas.",3. draft polygon,"HARIBON, 2001",,08/06/18,,09/26/18,"CR/EN, VU, endemic",45,0,,,Philippines,,,0,,873
15571,0,46970,Asia,India,IND,Namdapha National Park,Namdapha National Park,,27.4777226772,96.6422596868,confirmed,,,187471,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,05/28/20,,,"CR/EN, VU, endemic",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,1827
15574,0,18052,Asia,India,IND,Namdapha - Kamlang,Namdapha - Kamlang,IN355,27.5566062453,96.6200643464,superseded,confirmed,confirmed,261154,most,2,"Molur, S. 2016. Biswamoyopterus biswasi. The IUCN Red List of Threatened Species 2016: e.T2816A22271554. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T2816A22271554.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/20/10,,,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,1827
15572,0,46868,Asia,India,IND,Kamlang Wildlife Sanctuary and Reserve Forest,Kamlang Wildlife Sanctuary and Reserve Forest,,27.762179415,96.5636204038,confirmed,,,70285,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,-,BNHS,,05/28/20,,,"CR/EN, VU, endemic",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,703
15574,0,18052,Asia,India,IND,Namdapha - Kamlang,Namdapha - Kamlang,IN355,27.5566062453,96.6200643464,superseded,confirmed,confirmed,261154,most,2,"Molur, S. 2016. Biswamoyopterus biswasi. The IUCN Red List of Threatened Species 2016: e.T2816A22271554. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T2816A22271554.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/20/10,,,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,703
5600,0,31545,Asia,Myanmar,MMR,Hukaung Valley extension,Hukaung Valley extension,,26.3986903529,96.3941459297,,confirmed,,1128291,whole,1,Provided by Jack Tordoff from the 2012 CEPF Indo Burma Hotspot Profile,,3. draft polygon,CEPF,,10/08/13,,01/10/14,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,13
15571,0,46970,Asia,India,IND,Namdapha National Park,Namdapha National Park,,27.4777226772,96.6422596868,confirmed,,,187471,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,05/28/20,,,"CR/EN, VU, endemic",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,13
15574,0,18052,Asia,India,IND,Namdapha - Kamlang,Namdapha - Kamlang,IN355,27.5566062453,96.6200643464,superseded,confirmed,confirmed,261154,most,2,"Molur, S. 2016. Biswamoyopterus biswasi. The IUCN Red List of Threatened Species 2016: e.T2816A22271554. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T2816A22271554.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/20/10,,,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,13
5635,0,16260,Asia,Myanmar,MMR,Hponkanrazi,Hponkanrazi,MM002,27.6373454598,97.26673003,confirmed,confirmed,,282055,whole,1,Provided by Jack Tordoff from the 2012 CEPF Indo Burma Hotspot Profile,"Original digitized by Gill Bunting using Google Earth based on local knowledge provided by Tony Htin Hla, was replaced by CEPF polygon in Oct 2013",3. draft polygon,,,10/19/09,,01/10/14,"CR/EN, VU, endemic, migratory birds/congregations, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,34
15571,0,46970,Asia,India,IND,Namdapha National Park,Namdapha National Park,,27.4777226772,96.6422596868,confirmed,,,187471,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,05/28/20,,,"CR/EN, VU, endemic",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,34
15574,0,18052,Asia,India,IND,Namdapha - Kamlang,Namdapha - Kamlang,IN355,27.5566062453,96.6200643464,superseded,confirmed,confirmed,261154,most,2,"Molur, S. 2016. Biswamoyopterus biswasi. The IUCN Red List of Threatened Species 2016: e.T2816A22271554. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T2816A22271554.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/20/10,,,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,34
12738,0,23153,Asia,China (mainland),CHN,Yarlung Zangbo Daxiagu Nature Reserve,Yarlung Zangbo Daxiagu Nature Reserve,CN148,29.6338418813,95.3076934079,confirmed,confirmed,,877304,whole,1,CEPF Mountains of South West China Hotspot Profile,PA and IBA;,3. draft polygon,CEPF Mountains of South West China Hotspot Profile,,02/15/19,,,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,17
13355,0,18039,Asia,India,IND,Dibang Wildlife Sanctuary,Dibang Wildlife Sanctuary,IN342,29.0429686257,96.026428502,confirmed,confirmed,,464463,whole,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"VU, endemic",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,17
13413,0,27230,Asia,China (mainland),CHN,Matoushan Nature Reserve,Matoushan Nature Reserve,CN429,29.6293700649,95.3147198891,confirmed,,,889543,whole,1,CI,WDPA polygon and CI polygon different. Accuracy of CI poly is probably OK,3. draft polygon,,,10/09/09,,01/10/14,"VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,17
12813,0,46958,Asia,China (mainland),CHN,Gaoligong Shan Nature Reserve,Gaoligong Shan Nature Reserve,,27.267641613,98.534284605,,confirmed,,499341,whole,3,CEPF Mountains of South West China Hotspot Profile,"From Part of the Polygon of Gaoligongshan NR, Confirmed for China Part; PA and IBA, Point not accurate;",3. draft polygon,CEPF Mountains of South West China Hotspot Profile,,10/09/09,,01/10/14,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,27
13411,0,16261,Asia,Myanmar,MMR,Hkakaborazi,Hkakaborazi,MM001,28.0814148834,97.8216772765,confirmed,confirmed,,434021,whole,3,Provided by Jack Tordoff from the 2012 CEPF Indo Burma Hotspot Profile,"Original digitized by Gill Bunting using Google Earth based on local knowledge provided by Tony Htin Hla, was replaced by CEPF polygon in Oct 2013",3. draft polygon,,,10/19/09,,01/10/14,"CR/EN, VU, migratory birds/congregations, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,27
13936,0,15560,Asia,China (mainland),CHN,Dulong Jiang River Valley,Dulong Jiang River Valley,CN232,27.7416977284,98.7783318177,confirmed,confirmed,confirmed,1139767,whole,3,"Shaw, K., Roy , S. & Wilson, B. 2014. Betula gynoterminalis. The IUCN Red List of Threatened Species 2014: e.T51207935A51207939. http://dx.doi.org/10.2305/IUCN.UK.2014-3.RLTS.T51207935A51207939.en. Downloaded on 6 May 2017.; Yang, Y. & Liao, W. 2013.┬áCe",Based on existing KBA merged with westernmost unit of the Three Parallel Rivers of Yunnan Provence PA,3. draft polygon,AZE (2018),,10/09/09,,11/21/18,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,27
12813,0,46958,Asia,China (mainland),CHN,Gaoligong Shan Nature Reserve,Gaoligong Shan Nature Reserve,,27.267641613,98.534284605,,confirmed,,499341,whole,3,CEPF Mountains of South West China Hotspot Profile,"From Part of the Polygon of Gaoligongshan NR, Confirmed for China Part; PA and IBA, Point not accurate;",3. draft polygon,CEPF Mountains of South West China Hotspot Profile,,10/09/09,,01/10/14,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,0
13411,0,16261,Asia,Myanmar,MMR,Hkakaborazi,Hkakaborazi,MM001,28.0814148834,97.8216772765,confirmed,confirmed,,434021,whole,3,Provided by Jack Tordoff from the 2012 CEPF Indo Burma Hotspot Profile,"Original digitized by Gill Bunting using Google Earth based on local knowledge provided by Tony Htin Hla, was replaced by CEPF polygon in Oct 2013",3. draft polygon,,,10/19/09,,01/10/14,"CR/EN, VU, migratory birds/congregations, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,0
14438,0,31561,Asia,Myanmar,MMR,May Hka Area,May Hka Area,,26.656833707,98.4519178565,,confirmed,confirmed,1006746,little/none,0,"Geissmann, T., Momberg, F. & Whitten, T. 2012. Rhinopithecus strykeri. The IUCN Red List of Threatened Species 2012: e.T13508501A13508504. http://dx.doi.org/10.2305/IUCN.UK.2012-1.RLTS.T13508501A13508504.en. Downloaded on 27 December 2016.",Based on existing KBA,3. draft polygon,AZE (2018),,11/21/18,,,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,0
12813,0,46958,Asia,China (mainland),CHN,Gaoligong Shan Nature Reserve,Gaoligong Shan Nature Reserve,,27.267641613,98.534284605,,confirmed,,499341,whole,3,CEPF Mountains of South West China Hotspot Profile,"From Part of the Polygon of Gaoligongshan NR, Confirmed for China Part; PA and IBA, Point not accurate;",3. draft polygon,CEPF Mountains of South West China Hotspot Profile,,10/09/09,,01/10/14,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,169
13412,0,15567,Asia,China (mainland),CHN,Gaoligong Shan Nature Reserve (southern section),Gaoligong Shan Nature Reserve (southern section),CN244,25.5549064534,98.7390472635,confirmed,confirmed,,123605,whole,3,"Unknown, but retained in preferance to KBA profile boundary.",Seems pretty accurate.,4. refined polygon,,,10/09/09,,01/10/14,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,169
13936,0,15560,Asia,China (mainland),CHN,Dulong Jiang River Valley,Dulong Jiang River Valley,CN232,27.7416977284,98.7783318177,confirmed,confirmed,confirmed,1139767,whole,3,"Shaw, K., Roy , S. & Wilson, B. 2014. Betula gynoterminalis. The IUCN Red List of Threatened Species 2014: e.T51207935A51207939. http://dx.doi.org/10.2305/IUCN.UK.2014-3.RLTS.T51207935A51207939.en. Downloaded on 6 May 2017.; Yang, Y. & Liao, W. 2013.┬áCe",Based on existing KBA merged with westernmost unit of the Three Parallel Rivers of Yunnan Provence PA,3. draft polygon,AZE (2018),,10/09/09,,11/21/18,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,169
12813,0,46958,Asia,China (mainland),CHN,Gaoligong Shan Nature Reserve,Gaoligong Shan Nature Reserve,,27.267641613,98.534284605,,confirmed,,499341,whole,3,CEPF Mountains of South West China Hotspot Profile,"From Part of the Polygon of Gaoligongshan NR, Confirmed for China Part; PA and IBA, Point not accurate;",3. draft polygon,CEPF Mountains of South West China Hotspot Profile,,10/09/09,,01/10/14,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,1
13412,0,15567,Asia,China (mainland),CHN,Gaoligong Shan Nature Reserve (southern section),Gaoligong Shan Nature Reserve (southern section),CN244,25.5549064534,98.7390472635,confirmed,confirmed,,123605,whole,3,"Unknown, but retained in preferance to KBA profile boundary.",Seems pretty accurate.,4. refined polygon,,,10/09/09,,01/10/14,"CR/EN, VU, endemic, other",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,1
14438,0,31561,Asia,Myanmar,MMR,May Hka Area,May Hka Area,,26.656833707,98.4519178565,,confirmed,confirmed,1006746,little/none,0,"Geissmann, T., Momberg, F. & Whitten, T. 2012. Rhinopithecus strykeri. The IUCN Red List of Threatened Species 2012: e.T13508501A13508504. http://dx.doi.org/10.2305/IUCN.UK.2012-1.RLTS.T13508501A13508504.en. Downloaded on 27 December 2016.",Based on existing KBA,3. draft polygon,AZE (2018),,11/21/18,,,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,1
15571,0,46970,Asia,India,IND,Namdapha National Park,Namdapha National Park,,27.4777226772,96.6422596868,confirmed,,,187471,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,3. draft polygon,BNHS,,05/28/20,,,"CR/EN, VU, endemic",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,0
15572,0,46868,Asia,India,IND,Kamlang Wildlife Sanctuary and Reserve Forest,Kamlang Wildlife Sanctuary and Reserve Forest,,27.762179415,96.5636204038,confirmed,,,70285,little/none,0,"IBA Directory: Asad R. Rahmani, M. Zafar-ul Islam and Raju M. Kasambe. 2016. Important Bird and Biodiversity Areas in India.  Published by Bombay Natural History Society alongwith BirdLife International and RSPB, UK",Digitized by BNHS,-,BNHS,,05/28/20,,,"CR/EN, VU, endemic",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,0
15574,0,18052,Asia,India,IND,Namdapha - Kamlang,Namdapha - Kamlang,IN355,27.5566062453,96.6200643464,superseded,confirmed,confirmed,261154,most,2,"Molur, S. 2016. Biswamoyopterus biswasi. The IUCN Red List of Threatened Species 2016: e.T2816A22271554. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T2816A22271554.en. Downloaded on 27 December 2016.",No change from existing AZE,3. draft polygon,AZE (2018),,10/20/10,,,"CR/EN, VU",32,85,,,"India, Nepal y Bhutan",Himalayas,South Asia,0,,0
2943,0,16323,Asia,Mongolia,MNG,Airag Lake,Airag Lake,MN012,48.9060297154,93.4400531388,confirmed,,,72114,whole,4,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,721
2945,0,16325,Asia,Mongolia,MNG,Bulgan River,Bulgan River,MN004,46.0584877623,91.4123345827,confirmed,,,31854,some,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,VU,28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,280
2946,0,16326,Asia,Mongolia,MNG,Khar Us Lake,Khar Us Lake,MN014,48.1018110611,92.2983747162,confirmed,,,291069,whole,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,2059
2947,0,16327,Asia,Mongolia,MNG,Khar Lake,Khar Lake,MN016,48.0764256527,93.2045766572,confirmed,,,82297,whole,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,823
2948,0,16328,Asia,Mongolia,MNG,Jargalant Khairkhan Mountain,Jargalant Khairkhan Mountain,MN015,47.6883582865,92.5673962408,confirmed,,,158986,whole,2,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, endemic, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,754
2952,0,16333,Asia,Mongolia,MNG,Khomiin Tal,Khomiin Tal,MN017,48.1477572678,93.7564621541,confirmed,,,40951,little/none,0,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,409
4879,0,28321,Asia,Mongolia,MNG,Uvsiin Khar Lake,Uvsiin Khar Lake,MN011,49.10450103,91.8868922136,confirmed,,,13311,little/none,0,Recieved from Partner,Recieved from Partner,3. draft polygon,,,10/28/10,,,"CR/EN, VU, migratory birds/congregations",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,104
10820,0,15432,Asia,China (mainland),CHN,Baytik Shan,Baytik Shan,CN101,45.2301701575,90.8068749009,confirmed,,,71750,little/none,0,Unknown,Accuracy impossible to determine,3. draft polygon,,,10/09/09,,01/10/14,"CR/EN, VU, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,718
10822,0,15447,Asia,China (mainland),CHN,Bosten Lake,Bosten Lake,CN106,41.9495290985,86.9763403643,confirmed,,,266173,little/none,0,Site description; Google Earth; GeoNames; Flash Earth.,New polygon digitized. Accuracy good,3. draft polygon,,,10/09/09,,01/10/14,"migratory birds/congregations, other",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,661
11031,0,27182,Asia,China (mainland),CHN,Karamay Mountains,Karamay Mountains,CN099,44.9840371565,89.8269665606,confirmed,,,1072824,little/none,0,Based on Google Earth map produced by Mike Crosby. KBA identified in the CEPF Ecosystem Profile of the Mountains of Central Asia Hotspot (2017),,3. draft polygon,,,10/09/09,,01/10/14,"CR/EN, VU, other",28,75,,,"Russia, China, Mongolia",Daurian Steppe-Eastern Gobi,Temperate Asia,1,,10695
13151,0,20635,Central Asia,Kazakhstan,KAZ,Assy Plateau,Assy Plateau,KZ100,43.260786901,78.036368573,confirmed,,,40536,most,2,Landsat & Topomap 100,,4. refined polygon,Albert Salemgareev,,12/10/07,,,other,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,190
13159,0,21968,Central Asia,Kazakhstan,KAZ,Almaty State Nature Reserve,Almaty State Nature Reserve,KZ099,43.1224258523,77.3479761789,confirmed,,,72142,whole,1,Landsat,,4. refined polygon,,,01/17/08,,,other,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,688
13160,0,21969,Central Asia,Kazakhstan,KAZ,Tuzkol Lake,Tuzkol Lake,KZ104,43.002789266,79.9894946351,confirmed,,,3134,little/none,0,Landsat & Topomap 100,,4. refined polygon,Albert Salemgareev,,12/25/07,,,migratory birds/congregations,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,31
13167,0,27416,Central Asia,Kyrgyzstan,KGZ,Son-Kul Lake,Son-Kul Lake,,41.8392706522,75.1542478893,confirmed,,,34972,whole,3,Information provided by Partner,Copies of annotated base maps provided by Partner and digitized at Birdlife International in Google Earth,3. draft polygon,"Gill Bunting, BirdLife International",,02/16/11,,,"CR/EN, migratory birds/congregations",26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,350
13169,0,27419,Central Asia,Kyrgyzstan,KGZ,Karkyra Valley,Karkyra Valley,,42.6651067509,79.1335987675,confirmed,,,15040,little/none,0,Information provided by Partner,Copies of annotated base maps provided by Partner and digitized at Birdlife International in Google Earth,3. draft polygon,"Gill Bunting, BirdLife International",,02/16/11,,,migratory birds/congregations,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,150
13171,0,22145,Central Asia,Uzbekistan,UZB,ðöð¥ð╗ð©ð¢ð░ ÐÇðÁð║ð© ð×ð╣ð│ð░ð©ð¢ð│,Oygaing River Valley,UZ024,42.0835088202,70.8376184659,confirmed,,,137577,whole,1,Original IBA Boundary preserved in favour of that proposed by the CEPF Central Asia Mountains Hotspot Profile,Original boundary replaced by larger version supplied by partner in March 2017,4. refined polygon,Anna Ten,,11/26/07,,03/10/17,other,26,67,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan","Upper Syr Darya River Basin, Tian Shan Mountains, Upper Amu Darya River Basin, Greater Pamirs",Temperate Asia,1,Limitations in B: Financial,1376
